id,diet_type,protein,carbs,fat
,paleo,25.15,43.41,79.87
,paleo,87.27,117.16,169.21
,paleo,10.13,56.96,1.49
,paleo,0.06,75.16,27
,paleo,308.98,21.54,323.35
,paleo,11.94,115.46,16.76
,paleo,36.75,41.01,34.25
,paleo,153.87,119.21,171.95
,paleo,41.57,430.55,555.11
,paleo,134.21,25.83,144.46
,paleo,23.57,101.25,25.44
,paleo,26.68,80.75,35.37
,paleo,4.29,20.24,0.82
,paleo,2.87,110.03,0.69
,paleo,17.07,23.74,36.07
,paleo,131.33,34.99,159.19
,paleo,24.82,161.28,132.63
,paleo,6.16,23.93,33.74
,paleo,126.73,77.95,197.8
,paleo,72.44,9.31,228.93
,paleo,14.68,49.71,47.87
,paleo,20.16,9.07,497.18
,paleo,95.94,152.11,226.9
,paleo,179.75,261.94,425.47
,paleo,11.66,20.89,24.94
,paleo,35.68,134.46,62.16
,paleo,195.62,33.54,79.05
,paleo,85.78,200.52,260.37
,paleo,98.81,32.99,64.72
,paleo,44,86.7,84.35
,paleo,25.16,49.41,20
,paleo,170.29,21.84,190.17
,paleo,149.89,13.87,49.44
,paleo,62.38,171.71,143.8
,paleo,10.4,86.61,60.05
,paleo,103.21,8.28,120.13
,paleo,28.52,83.51,66.12
,paleo,7.46,24.73,87.84
,paleo,149.37,161.26,67.43
,paleo,70.95,495.23,258.21
,paleo,46.61,112.79,239.75
,paleo,34.86,81.96,71.02
,paleo,120.01,13.19,115.84
,paleo,142.25,147.48,353.72
,paleo,79.75,175.06,81.41
,paleo,323.19,230.68,74.72
,paleo,26.8,227.58,233.46
,paleo,212.2,126.47,233.63
,paleo,55.69,45.56,112.34
,paleo,363.86,41,258.48
,paleo,35.12,70.83,237.2
,paleo,34.52,80.74,102.14
,paleo,200.74,47,170.27
,paleo,21.47,11.82,26.3
,paleo,125.17,37.02,62.51
,paleo,34.41,144.65,130.08
,paleo,7.16,5.48,11.53
,paleo,56.89,154.26,135.9
,paleo,293.67,43.68,141.43
,paleo,4.98,22.1,29.73
,paleo,51.94,78.05,132.72
,paleo,39.58,126.88,97.83
,paleo,81.21,14.37,100.85
,paleo,86.32,52.34,193.65
,paleo,240.95,21.38,170.76
,paleo,8.05,49.05,89.95
,paleo,21.85,113.36,69.95
,paleo,9.04,30.15,28.7
,paleo,156.23,22.07,197.86
,paleo,28.87,176.52,124.04
,paleo,82.9,96.1,203.88
,paleo,56.59,372.24,166.67
,paleo,222.77,73.67,180.94
,paleo,88.54,25.39,90.34
,paleo,49.65,25.33,31.86
,paleo,137.17,20.55,43.28
,paleo,14.34,43.94,44.76
,paleo,147,98.03,245.1
,paleo,94.84,47.81,54.27
,paleo,54.39,171.17,173.06
,paleo,78.6,428.36,388.56
,paleo,57.82,215.83,226.98
,paleo,82.58,181.14,215.9
,paleo,201.78,29.12,81.49
,paleo,13.47,25.56,47.07
,paleo,108.33,30.05,39.3
,paleo,99.59,336,235
,paleo,19.89,122.56,101.95
,paleo,110.54,52.28,39.95
,paleo,140.81,255.09,63.29
,paleo,87.32,258.25,207.98
,paleo,208.66,32.76,375.11
,paleo,15.58,86.02,25.4
,paleo,196.24,26.33,247.65
,paleo,123.43,124.25,194.74
,paleo,38.05,140.05,129.25
,paleo,155.39,13.86,206.43
,paleo,10.48,183.87,47.85
,paleo,18.09,77.28,73.54
,paleo,39.14,114.78,142.85
,paleo,69.5,237.82,25.43
,paleo,49.41,83.14,129.24
,paleo,114.28,67.22,23.74
,paleo,52.77,543.93,1094.53
,paleo,38.41,187.18,204.57
,paleo,17.04,196.36,153.33
,paleo,114.48,38.79,146.83
,paleo,68.7,16.57,86.7
,paleo,94.91,9.62,62.19
,paleo,2.91,52.72,54.94
,paleo,78.26,90.12,180.1
,paleo,284.71,240,268.1
,paleo,259.42,103.71,96.66
,paleo,171.5,59.19,132.4
,paleo,27.18,92.53,59.88
,paleo,95.19,51.98,103.55
,paleo,215.41,54.5,248.86
,paleo,165.67,25.68,200.27
,paleo,101.95,204.31,286.85
,paleo,286.58,822.4,979.01
,paleo,50.26,225.6,141.56
,paleo,46.99,331.12,136.78
,paleo,43.14,289.83,136.28
,paleo,66.53,212.2,71.37
,paleo,7.08,110.19,1.18
,paleo,14.7,154.05,64.63
,paleo,33.65,272.71,143.06
,paleo,76.06,245.59,206.39
,paleo,65.05,169.97,121.5
,paleo,40.56,182.5,183.14
,paleo,54.06,199.51,244.21
,paleo,59.12,213.93,153.54
,paleo,112.87,76.07,111.59
,paleo,175.8,40.7,158.93
,paleo,95.45,20.67,88.85
,paleo,94.63,21.46,12.7
,paleo,67.02,311.15,242.85
,paleo,82.9,96.1,203.88
,paleo,78.8,24.95,119.75
,paleo,178.18,285.14,271.06
,paleo,16.83,232.82,253.79
,paleo,63.68,8.04,82.25
,paleo,245.93,128.16,72.98
,paleo,83.36,39.13,45.01
,paleo,14.61,187.9,38.98
,paleo,94.64,21.55,12.71
,paleo,5.97,13.82,5.75
,paleo,10.16,83.67,1.52
,paleo,40.66,7.92,76.44
,paleo,80.93,46.8,198.95
,paleo,258.98,696.3,234.84
,paleo,292.46,96.19,138.73
,paleo,18.02,39.43,10.15
,paleo,96.83,93.25,232.5
,paleo,234.83,145.29,51.71
,paleo,43.06,33.92,55.64
,paleo,41.97,40.54,51.19
,paleo,86.07,236.88,212.25
,paleo,38.05,140.05,129.25
,paleo,53.81,81.55,122.71
,paleo,24.91,44.96,95.18
,paleo,161.78,90.59,208.39
,paleo,286.03,110.86,231.19
,paleo,68.83,427.12,256.43
,paleo,53.12,237.39,247.94
,paleo,229.77,232.27,217.06
,paleo,23.77,43.62,96.87
,paleo,87.36,174.46,247.75
,paleo,78.65,58.36,94.28
,paleo,81.97,94.52,200.18
,paleo,92.97,1628.09,195.87
,paleo,22.71,47.18,208.94
,paleo,43.8,86.63,107
,paleo,109.57,33.41,183.38
,paleo,12.23,186.71,24.24
,paleo,111.9,73.58,24.01
,paleo,100.52,258.19,107.18
,paleo,156.8,770.8,251.17
,paleo,71.16,171.09,198.55
,paleo,99.12,36.69,135.75
,paleo,108.99,45.41,90.71
,paleo,103,18.43,63.56
,paleo,97.53,54.15,60.35
,paleo,109.81,264.74,208.88
,paleo,233.41,204.85,214.69
,paleo,194.54,99.84,119.95
,paleo,11.34,225.53,1.71
,paleo,75.03,110.71,150.27
,paleo,240.89,79.86,89.39
,paleo,25.82,82.77,77.45
,paleo,284.13,139.22,256.16
,paleo,64.63,236.43,169.61
,paleo,108.97,137.78,144.37
,paleo,135.82,90.19,170.12
,paleo,99.14,770.63,116.36
,paleo,41.38,110.47,169.99
,paleo,102.94,90.53,142.52
,paleo,14.12,87.17,14.09
,paleo,120.05,17.93,85.49
,paleo,20.04,81.07,10.95
,paleo,102.38,62.87,111.67
,paleo,46.7,127.5,94.72
,paleo,5.47,1.61,220.1
,paleo,238.78,80.5,216.52
,paleo,192.42,107.77,55.62
,paleo,112.16,38.87,111.23
,paleo,259.74,188.02,173.73
,paleo,63.87,79.46,151.21
,paleo,14.74,50.52,54.99
,paleo,95.14,122.74,168.95
,paleo,211.09,117.5,66.52
,paleo,255.56,60.15,128.16
,paleo,146.75,48.65,198.36
,paleo,114.23,68.24,103.49
,paleo,165.47,187.81,89.37
,paleo,162.8,223.06,125.13
,paleo,196.62,28.07,103.81
,paleo,16.24,49.41,18.3
,paleo,329.35,110,248.22
,paleo,266.24,71.73,204.75
,paleo,113.13,126.15,46.69
,paleo,33,201.88,241.51
,paleo,95.89,31.49,39.27
,paleo,34.06,129.1,103.3
,paleo,32.48,57.74,155.95
,paleo,34.44,206.25,101.83
,paleo,121.47,55.66,73.88
,paleo,188.15,36.64,270.76
,paleo,54.23,296.63,184.04
,paleo,213.64,480.19,167.62
,paleo,192.22,71.34,126.24
,paleo,229.75,32.4,304.84
,paleo,167.32,112.61,221.8
,paleo,68.84,47.85,21.84
,paleo,172.13,31.99,190.52
,paleo,240.46,40.33,201.22
,paleo,107.08,92.09,76.81
,paleo,69.22,63.43,112.03
,paleo,141.21,108.72,141.23
,paleo,15.86,103.19,13.94
,paleo,14.23,100.98,68.13
,paleo,147.34,107.16,233.4
,paleo,360.56,239.96,323.42
,paleo,166.76,254.78,178.21
,paleo,5.57,53.23,36.58
,paleo,160.18,61.01,224.54
,paleo,95.99,127.2,111.62
,paleo,15.46,181.09,63.21
,paleo,185.47,111.73,130.32
,paleo,15.37,56.89,83.58
,paleo,107.05,97.55,65.79
,paleo,183.19,98.27,215.87
,paleo,50.45,292.24,104.86
,paleo,111.33,1.41,90.55
,paleo,68.86,567.7,328.48
,paleo,285.68,142.68,253.66
,paleo,180.36,96.73,204.05
,paleo,119.62,218.24,135.41
,paleo,321.93,336.61,105.04
,paleo,97.24,71.3,142.43
,paleo,11.22,80.87,53.86
,paleo,140.59,254.11,63.22
,paleo,127.08,67.44,41.11
,paleo,66.62,69.34,59.48
,paleo,219.95,316.31,165.19
,paleo,231.55,43.61,295.86
,paleo,56.41,169.52,179.66
,paleo,58.01,44.33,67.81
,paleo,5.98,54.41,30.59
,paleo,50.08,227.02,94.75
,paleo,83.33,27.42,105.06
,paleo,18.67,124,91.33
,paleo,39.73,349.82,167.44
,paleo,341.92,141.14,392.34
,paleo,81.77,300.44,215.51
,paleo,219.95,316.31,165.19
,paleo,48.76,94.38,52.89
,paleo,72.54,69.05,38.89
,paleo,7.93,75.25,27.61
,paleo,464.85,89.22,445.73
,paleo,464.85,89.22,445.73
,paleo,225.77,131.53,157.67
,paleo,24.48,13.2,13.09
,paleo,68.76,203.71,207.16
,paleo,115.08,137.47,81.33
,paleo,5.68,124.15,18.27
,paleo,183.04,127.54,299.75
,paleo,60.53,42.02,75.73
,paleo,13.78,186,111.81
,paleo,265.87,68.02,60.11
,paleo,119.33,32.54,45.24
,paleo,85.42,84.28,124.61
,paleo,298.94,44.15,117.59
,paleo,151.09,115.62,95.11
,paleo,88.91,182.92,186.11
,paleo,29.26,76.21,188.09
,paleo,62.29,93.97,67.14
,paleo,123.49,48.93,150.26
,paleo,195.64,60.83,39.2
,paleo,234.69,98.07,97.05
,paleo,175.03,199.06,191.3
,paleo,271.76,95.75,240.31
,paleo,0,124.8,51.1
,paleo,103.98,191.55,131.64
,paleo,105.48,55.14,41.85
,paleo,170.1,79.27,107.66
,paleo,118.62,105.19,115.07
,paleo,198.22,83.15,113.4
,paleo,120.47,462.74,758.62
,paleo,109.57,33.41,183.38
,paleo,91.01,61.2,101.35
,paleo,124.04,80.89,326.42
,paleo,132.06,82.17,223.93
,paleo,38.53,163.13,124.5
,paleo,45.08,47.92,167.43
,paleo,29.5,12.09,17.69
,paleo,31.08,121.36,58.78
,paleo,15.8,81.26,74.48
,paleo,199.83,31.93,57.61
,paleo,17.38,56.94,27.53
,paleo,4.78,114.92,36.36
,paleo,331.01,124.34,96.36
,paleo,90.67,45.15,135
,paleo,29.51,19.72,17.74
,paleo,197.23,51.76,48.64
,paleo,55.21,41.5,49.55
,paleo,69.5,10.88,82.21
,paleo,15.41,94.7,15.33
,paleo,73.61,224.75,186.62
,paleo,23.78,170.14,105.78
,paleo,153.03,132.16,79.17
,paleo,294.34,167.48,152.06
,paleo,16.37,41.77,25.39
,paleo,187.09,160.46,263.51
,paleo,29.46,120.26,73.21
,paleo,57.32,98.71,161.51
,paleo,88.19,289.27,122.03
,paleo,16.53,88.52,32.47
,paleo,6.07,82.98,25.25
,paleo,37.98,145.35,114.58
,paleo,117.7,21.91,154.52
,paleo,11.29,29.24,47.61
,paleo,21.95,105.25,20.23
,paleo,30.08,120.13,124.29
,paleo,4.65,114.17,29.32
,paleo,17.11,89.38,32.11
,paleo,165.01,120.66,192.24
,paleo,24.89,74.19,67.42
,paleo,40.41,91.57,140.95
,paleo,16.4,43.41,29.44
,paleo,12.69,108.27,172.4
,paleo,38.57,266.83,135.99
,paleo,241.71,22.98,252.73
,paleo,18.58,96.02,16.04
,paleo,20.54,52.74,73.87
,paleo,70.92,198.74,61.64
,paleo,103.79,39.61,46.35
,paleo,4.65,114.17,29.32
,paleo,18.73,161.9,29.61
,paleo,102.57,17.37,139.06
,paleo,168.33,61.1,198.81
,paleo,4.76,116.26,14.96
,paleo,8.94,36.01,90.47
,paleo,10.69,28.78,15.58
,paleo,4.58,16.68,4.1
,paleo,45.91,155.32,113.15
,paleo,100,121.41,109.85
,paleo,43.42,352.63,38.01
,paleo,128.54,498.9,42.12
,paleo,149.29,40.41,145.3
,paleo,294.48,74.04,212.66
,paleo,24.81,74.45,123.19
,paleo,87.05,26.49,73.66
,paleo,9.45,123.59,22.28
,paleo,14.47,124.98,69.95
,paleo,43.83,13.43,72.69
,paleo,108.12,51.58,79.72
,paleo,32.53,14.87,64.25
,paleo,39.34,38.27,74
,paleo,60.55,303.43,137.4
,paleo,32.45,24.27,31.05
,paleo,57.43,176.46,103.41
,paleo,4.22,115.7,116.49
,paleo,24.53,175.16,109.81
,paleo,0.67,35.58,26.24
,paleo,6.9,36.42,72.59
,paleo,5.97,96.51,59.3
,paleo,49.47,291.72,151.36
,paleo,16.72,192.81,79.34
,paleo,2.55,58.61,55.34
,paleo,23.49,39.24,18.88
,paleo,4.44,61.71,21.39
,paleo,8.57,298.18,74.54
,paleo,30.36,148.62,175.53
,paleo,6.35,7.27,127.41
,paleo,24.31,99.2,26.28
,paleo,5.57,59.44,21.59
,paleo,7.25,38.69,42.06
,paleo,61.56,45.53,181.46
,paleo,90.52,119.93,96.46
,paleo,92.2,35.47,102.26
,paleo,30.12,22.06,103.28
,paleo,6.53,347.37,4.66
,paleo,110.29,58.36,119.9
,paleo,18.08,213.75,5.09
,paleo,56.95,69.25,60.75
,paleo,34.16,153.55,57.23
,paleo,17.31,63.01,53.15
,paleo,19.67,103.25,96.17
,paleo,7.85,80.52,52.89
,paleo,32.86,55.49,78.97
,paleo,133.18,76.45,179.73
,paleo,8.45,64.39,59.9
,paleo,12.05,31.38,45.55
,paleo,83.93,245.88,331.29
,paleo,13.74,118.86,28.61
,paleo,0,224.64,81
,paleo,27.89,64.1,66.82
,paleo,115.42,15.53,1305.07
,paleo,5.61,47.41,12.98
,paleo,64.16,260.81,146.33
,paleo,20.15,24.96,111.99
,paleo,50.38,109.88,112.1
,paleo,118.32,42.58,75.47
,paleo,8.28,167.87,33.64
,paleo,181.88,94.85,92.71
,paleo,159.33,41.29,134.16
,paleo,124.01,230.07,181.24
,paleo,31.89,298.07,109.02
,paleo,60.35,140.67,201.48
,paleo,15.37,18.31,35.08
,paleo,64.28,108.36,46.38
,paleo,27.29,156.45,7.57
,paleo,2.7,33.62,40.93
,paleo,29.89,99.19,552.98
,paleo,30.45,51.96,106.8
,paleo,197.56,123.66,253.41
,paleo,3.4,206.17,1.6
,paleo,24.97,280.27,162.7
,paleo,104.82,34.94,32.89
,paleo,211.64,47.69,100.54
,paleo,70.23,224.84,424.27
,paleo,28.37,13.96,101.73
,paleo,94.21,25.93,36.16
,paleo,29.89,99.19,552.98
,paleo,30.45,51.96,106.8
,paleo,197.56,123.66,253.41
,paleo,3.4,206.17,1.6
,paleo,24.97,280.27,162.7
,paleo,104.82,34.94,32.89
,paleo,211.64,47.69,100.54
,paleo,70.23,224.84,424.27
,paleo,28.37,13.96,101.73
,paleo,94.21,25.93,36.16
,vegan,46.36,84.52,42.61
,vegan,41.73,143.91,73.88
,vegan,103.83,82.54,139.3
,vegan,140.19,524.38,221.29
,vegan,73.05,266.38,166.64
,vegan,143.13,208.42,189.86
,vegan,29.53,168.46,59.83
,vegan,45.25,106.45,98.01
,vegan,60.38,272.18,287.22
,vegan,124.77,512.21,147.15
,vegan,54.22,143.1,81.73
,vegan,71.19,428.01,248.98
,vegan,36.74,127.18,60.04
,vegan,119.69,80.59,33.4
,vegan,132.14,453.36,72.61
,vegan,120.98,530.66,289.27
,vegan,62.84,884.18,321.47
,vegan,103.83,82.54,139.3
,vegan,129.45,317.99,86.68
,vegan,52.69,40.66,37.09
,vegan,61.47,269.97,68.85
,vegan,14.53,107.31,78.16
,vegan,55.94,468.46,400.53
,vegan,33.03,663.3,541.54
,vegan,144.17,284.74,54.78
,vegan,86.16,548.23,129.69
,vegan,66.4,239.64,284.24
,vegan,42.83,344.63,121.93
,vegan,31.9,66.68,13.49
,vegan,28.01,37.29,67.87
,vegan,55.03,439.96,52.51
,vegan,113.8,391.09,97.24
,vegan,105.08,635.06,243.29
,vegan,29.04,178.5,73.99
,vegan,56.1,486.28,195.65
,vegan,161.61,304.45,175.45
,vegan,55.62,662.7,93.64
,vegan,20.77,129.36,26.85
,vegan,74.83,374.84,36.75
,vegan,42.07,170.89,42.08
,vegan,24.25,80.63,40.53
,vegan,46.27,297.82,26.19
,vegan,64.42,421.16,91.7
,vegan,21.37,121.44,48.19
,vegan,57.38,134.68,188.77
,vegan,49.54,220.02,59.7
,vegan,37.78,425.18,271.62
,vegan,80.8,335.2,27.94
,vegan,6.76,40.99,68.13
,vegan,34.96,284.85,220.65
,vegan,43.95,859.11,287.58
,vegan,68.49,279.16,49.72
,vegan,50.67,221.8,68.92
,vegan,52.72,880.99,346.35
,vegan,100.27,167.06,279.46
,vegan,46.34,126.68,66.66
,vegan,57.26,229.43,36.96
,vegan,5.51,70.81,16.13
,vegan,26.13,153.72,15.67
,vegan,34.55,97.14,30.74
,vegan,114.36,389.31,28.11
,vegan,55.19,100.02,66.46
,vegan,169.83,604.54,100.68
,vegan,37.37,99.68,42.81
,vegan,74.47,1032.32,465.91
,vegan,35.92,223.73,71.83
,vegan,129.49,548.31,119.91
,vegan,24.23,198.01,32
,vegan,35.2,405.49,129.47
,vegan,57.67,132.69,72.92
,vegan,33.99,158.29,73.24
,vegan,17.71,99.41,32.22
,vegan,33.97,422.06,151.76
,vegan,41.62,119.38,71.62
,vegan,39.49,531.36,211.22
,vegan,71.56,310.5,39.6
,vegan,53.02,221.99,68.26
,vegan,41.75,1133.7,415.07
,vegan,65.85,324.88,152.74
,vegan,27.46,448.09,131.15
,vegan,14.41,411.22,64.83
,vegan,102.33,552.11,240.21
,vegan,227.6,502.31,462.82
,vegan,80.51,190.71,52.97
,vegan,40.32,217.22,141.53
,vegan,40.15,136.6,18.22
,vegan,107.55,859.49,382.54
,vegan,52.39,263.63,47.66
,vegan,166.81,444.38,25.66
,vegan,106.76,425.81,101.91
,vegan,27.77,619.26,207.28
,vegan,98.03,714.56,314.5
,vegan,80.51,190.71,52.97
,vegan,54.63,448.19,138.11
,vegan,36.93,418.54,106
,vegan,43.56,247.53,57.67
,vegan,70.79,256.3,113.3
,vegan,75.06,161.94,111.21
,vegan,84.93,331.31,43.1
,vegan,11.66,164.77,28.96
,vegan,70.29,1101.77,331.04
,vegan,37.11,384.44,135.66
,vegan,71.33,222.41,121.53
,vegan,155.27,571.66,106.53
,vegan,24.54,181.37,107.56
,vegan,20.82,77.06,45.26
,vegan,81.59,304.48,221.1
,vegan,95.88,416.83,477.74
,vegan,59.15,222.48,150.25
,vegan,149.81,395.9,150.42
,vegan,168.87,870.67,50.77
,vegan,36,304.6,92.59
,vegan,72.92,373.65,54.98
,vegan,31.11,463.9,275.34
,vegan,38.34,243.38,68.53
,vegan,94.34,522.29,354.72
,vegan,98.26,498.68,200.96
,vegan,22.05,79.91,36.02
,vegan,37.9,51.12,156.63
,vegan,133.22,511.08,63.01
,vegan,24.81,143.11,186.7
,vegan,38.03,122.84,130.18
,vegan,50.97,1002.35,676.53
,vegan,73.9,378.91,130.61
,vegan,214.61,484.66,105.34
,vegan,26.46,323.89,132.46
,vegan,25.17,97.93,57.09
,vegan,259.09,789.39,168.65
,vegan,14.26,79.07,109.53
,vegan,23.25,124.6,45.81
,vegan,37.68,313.69,226.63
,vegan,65.82,224.74,32.78
,vegan,74.62,351.32,160.23
,vegan,122.54,442.68,229.02
,vegan,66.61,157.17,89.84
,vegan,97.48,229.27,101.69
,vegan,40.59,314.63,95.06
,vegan,46.69,165.17,170.8
,vegan,76.8,1295.31,756.82
,vegan,79.46,265.89,116.58
,vegan,38.31,441.56,109.48
,vegan,38.34,330.17,174.65
,vegan,74.95,102.31,85.59
,vegan,61.46,529.8,330.19
,vegan,66.35,290.35,116.51
,vegan,61.46,529.8,330.19
,vegan,6.98,31.38,12.07
,vegan,83.66,441.39,81.04
,vegan,99.49,616.7,137.2
,vegan,65.26,514.5,240.49
,vegan,44.62,454.71,320.21
,vegan,22.67,234.49,171.88
,vegan,56.74,279.19,145.24
,vegan,87.84,199.83,121.3
,vegan,88.56,202.18,124.26
,vegan,1.45,0.1,301.59
,vegan,49.59,180.15,91.1
,vegan,30.6,270.36,103.89
,vegan,25.51,22.8,172.61
,vegan,43.71,505.55,89.84
,vegan,92.89,1079.21,330.99
,vegan,19.35,185.39,46.89
,vegan,70.47,524.05,165.8
,vegan,43.24,61.71,62.75
,vegan,12.15,177.57,91.47
,vegan,29.98,240.24,11.78
,vegan,15.28,24.1,75.12
,vegan,135.16,595.7,98.97
,vegan,99.13,891.96,223.08
,vegan,42.5,182.74,52.72
,vegan,91.67,262.84,45.06
,vegan,55.2,233.31,79.82
,vegan,8.71,102.45,18.76
,vegan,27.91,406.7,94.66
,vegan,54.39,74.21,73.09
,vegan,101.15,272.84,66.63
,vegan,31.81,295.6,11.96
,vegan,104.24,539.25,14.78
,vegan,81.33,788.44,176.4
,vegan,55.47,198.88,69.92
,vegan,198.89,851.59,80.86
,vegan,9.51,33.92,11.36
,vegan,55.3,385.05,192.81
,vegan,16.42,50.17,27.99
,vegan,8.37,34.76,18.01
,vegan,22.97,25.13,106.85
,vegan,28.72,151.67,136.98
,vegan,22.83,226.55,165.84
,vegan,34.11,254.47,41.28
,vegan,119.72,312.06,136.44
,vegan,67.86,133.37,114.89
,vegan,66.39,96.28,197.65
,vegan,12.72,3204.43,53.92
,vegan,15.33,88.78,63.28
,vegan,18.53,340.31,95.89
,vegan,77.37,290.62,53.2
,vegan,83.07,289.12,24.89
,vegan,32.89,192.7,911.66
,vegan,41.34,466.58,154.67
,vegan,175.6,469.02,121.44
,vegan,11.46,39.76,14.13
,vegan,62.69,275.49,262.8
,vegan,37.67,118.32,15.72
,vegan,26.65,316.79,119.73
,vegan,59.46,65.69,67.7
,vegan,9.89,4.19,341.1
,vegan,16.32,119.85,87.04
,vegan,29.92,164.72,38.37
,vegan,9.19,136.89,228
,vegan,26.33,36.65,29.47
,vegan,28.33,194.44,41.45
,vegan,3.15,28.35,4.84
,vegan,60.68,1131.87,113.81
,vegan,7,31.62,8.68
,vegan,30.84,247,16.36
,vegan,80.07,223.02,266.4
,vegan,10.93,37.1,41.71
,vegan,30.9,196.29,153.5
,vegan,29.37,568.68,97.64
,vegan,43.88,239.08,154.42
,vegan,27.09,473.21,76.49
,vegan,118.03,713.21,278.89
,vegan,78.57,442.46,59.91
,vegan,18.65,106.31,15.27
,vegan,7.27,173.78,51.9
,vegan,104.19,316.86,49.68
,vegan,49.36,466.88,24.18
,vegan,50.01,722.29,229.58
,vegan,64.61,290.67,54
,vegan,135.92,583.76,59.5
,vegan,71.67,244.33,64.8
,vegan,98.26,403.51,48.14
,vegan,52.07,60.56,56.37
,vegan,74.67,242.04,66.9
,vegan,37.1,298.65,73.61
,vegan,101.45,1210.44,371.51
,vegan,27.49,328.04,84
,vegan,25.13,212.46,16.39
,vegan,71.56,727.39,268.62
,vegan,130.69,183.5,96.88
,vegan,35.18,28.08,155.98
,vegan,2.4,16.16,82.56
,vegan,45.97,391.64,27.27
,vegan,120.61,1486.52,685.22
,vegan,81.25,376.16,143.38
,vegan,10.76,16.9,79.51
,vegan,30.27,24.73,22.72
,vegan,85.38,300.79,83.5
,vegan,41.81,212.07,100.09
,vegan,185.31,22.83,93.78
,vegan,67.37,327.18,59.52
,vegan,74.16,120.17,380.98
,vegan,11.66,96.4,54.73
,vegan,74.74,32.31,40.2
,vegan,12.67,77.56,12.17
,vegan,63.86,303.01,67.49
,vegan,18.76,32.32,17.91
,vegan,120.85,767.12,18.23
,vegan,79.69,262.1,130.71
,vegan,22.05,31.41,44.91
,vegan,28.19,112.52,25.87
,vegan,106.33,309.79,144.92
,vegan,151.55,654.47,56.44
,vegan,21.17,120.27,41.1
,vegan,43.71,343.61,198.67
,vegan,20.29,25.97,96.69
,vegan,22.36,316.56,118.11
,vegan,37.56,101.22,88.18
,vegan,70.45,43.51,63.81
,vegan,62.9,181.19,31.82
,vegan,43.54,417.73,112.34
,vegan,121.33,340.49,177.38
,vegan,23.33,339.8,113.64
,vegan,28.5,296.05,112.24
,vegan,33.07,422,94.49
,vegan,86.64,434.2,76.53
,vegan,61.88,199.46,65.27
,vegan,15.59,69.3,0.97
,vegan,142.21,512.07,75.14
,vegan,57.85,227.15,105.16
,vegan,102.31,337.22,197.22
,vegan,14.76,330.45,79.45
,vegan,37.62,152.18,196.5
,vegan,47.7,190.91,70.41
,vegan,38.94,333.75,88.42
,vegan,66.43,400.61,228.71
,vegan,186.43,70.93,30.6
,vegan,116.89,316.1,45.52
,vegan,55.31,770.24,267.22
,vegan,10.48,94.15,67.01
,vegan,61.67,276.87,37.83
,vegan,8.66,83.05,46.09
,vegan,14.71,558.56,76.65
,vegan,123.43,287.59,133.03
,vegan,75.12,622.73,68.91
,vegan,18.2,105.12,32.85
,vegan,6.02,21.02,0.95
,vegan,62.25,90.89,110.77
,vegan,50.68,309.97,200.92
,vegan,44.62,371.87,350.17
,vegan,4.65,77.96,4.75
,vegan,3.12,9.71,5.39
,vegan,63.64,457.67,101.36
,vegan,37.56,101.22,80.74
,vegan,72.96,427.95,33.85
,vegan,141.85,361.97,150.89
,vegan,7.01,45.29,7.68
,vegan,23.14,313.45,51.01
,vegan,75.54,201.64,83.46
,vegan,83.47,343.82,132.41
,vegan,69.07,87.68,64.8
,vegan,85.33,299.08,87.91
,vegan,17.39,209.12,171.18
,vegan,57.88,212.55,153.01
,vegan,67.2,375.92,56.82
,vegan,8.25,28.23,8.52
,vegan,14.45,190.05,130.85
,vegan,114.32,908.43,238.33
,vegan,40.99,112.72,125.04
,vegan,12.4,57.01,20.99
,vegan,8.61,15.68,36.19
,vegan,19.52,191.74,165.39
,vegan,72.5,477.82,76.99
,vegan,120.58,520.01,162.1
,vegan,59.11,49.68,0.38
,vegan,6.02,127.9,1.98
,vegan,71,62.88,53.38
,vegan,117.97,329.04,33.72
,vegan,114.96,383.39,128.65
,vegan,86.87,501.32,53.58
,vegan,36.04,307.12,110.7
,vegan,28.42,30.95,99.52
,vegan,26.72,385.51,193.03
,vegan,1.09,99.98,0.24
,vegan,19.93,100.18,134.96
,vegan,35.61,115.73,43.49
,vegan,11.03,52.26,19.43
,vegan,36.09,492.72,221.5
,vegan,39.11,104.85,97.12
,vegan,125.93,357.2,139.6
,vegan,16.02,42.41,54.27
,vegan,7.27,143.81,160.91
,vegan,73.62,221.55,34.38
,vegan,74.84,234.13,70.8
,vegan,17.2,98.28,15.52
,vegan,25.52,107.14,61.4
,vegan,8.66,99.05,14.91
,vegan,38.86,89.46,101.6
,vegan,31.57,95.83,112.34
,vegan,5.79,222.43,5.76
,vegan,46.49,138.98,128.96
,vegan,13.42,177.68,9.47
,vegan,29.38,45.68,19.5
,vegan,29.84,63.91,92.41
,vegan,5.81,155.67,10.77
,vegan,12.36,151.54,97.35
,vegan,17.21,115.94,180.87
,vegan,21.18,84.51,72.18
,vegan,66.71,586.67,225.24
,vegan,7.62,17.64,9.59
,vegan,83.58,32.84,153.89
,vegan,17.34,91.39,115.59
,vegan,54.8,225.11,31.22
,vegan,41.19,114.26,19.73
,vegan,28.33,85.11,94.31
,vegan,43.4,518.9,141.93
,vegan,18.95,373.66,70.16
,vegan,6.02,308.57,4.73
,vegan,32.45,368.31,113.84
,vegan,61.81,46.18,75.54
,vegan,8.8,139.47,2.19
